pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z
0.034344,0.048513,-0.002067,0.027817,0.046567,-0.00306,0.078558,0.065298,-0.020107,0.084429,0.067469,-0.021227
0.034555,0.048453,-0.002033,0.028116,0.046209,-0.002981,0.078436,0.065028,-0.020067,0.084293,0.067465,-0.021221
0.034667,0.048377,-0.001918,0.028363,0.046116,-0.002921,0.078348,0.065025,-0.020009,0.084174,0.06746,-0.021111
0.034695,0.048512,-0.001806,0.028529,0.045877,-0.00285,0.078217,0.064982,-0.020025,0.084166,0.06746,-0.021111
0.034911,0.048416,-0.001738,0.028814,0.045857,-0.002736,0.078129,0.064939,-0.020009,0.083989,0.067411,-0.021117
0.035053,0.048458,-0.001714,0.029042,0.045735,-0.002655,0.078108,0.064835,-0.019864,0.083888,0.067408,-0.021047
0.035205,0.048441,-0.001574,0.029275,0.045498,-0.002603,0.077983,0.064751,-0.019845,0.083872,0.067407,-0.021011
0.035344,0.048378,-0.001474,0.029525,0.045211,-0.002562,0.077892,0.064749,-0.01976,0.083703,0.067403,-0.020939
0.035614,0.048381,-0.001581,0.029815,0.045068,-0.002518,0.077777,0.064705,-0.019719,0.083609,0.067401,-0.020899
0.035897,0.048241,-0.001467,0.030063,0.044853,-0.002363,0.077682,0.064664,-0.019686,0.083506,0.067395,-0.020524
0.03613,0.048275,-0.00135,0.030274,0.044704,-0.00231,0.077647,0.064677,-0.019635,0.083398,0.06739,-0.020375
0.036173,0.048195,-0.00133,NaN,NaN,NaN,0.077523,0.064646,-0.019555,0.08335,0.067435,-0.020335
0.036331,0.048249,-0.001259,NaN,NaN,NaN,0.077467,0.064549,-0.019458,0.083253,0.067292,-0.020275
0.036564,0.048223,-0.001087,NaN,NaN,NaN,0.077371,0.06452,-0.019437,0.083194,0.067242,-0.020212
0.03684,0.048134,-0.001009,NaN,NaN,NaN,0.07726,0.064544,-0.01943,0.08316,0.067333,-0.020088
0.037031,0.048091,-0.00097,0.03151,0.044168,-0.00178,0.077137,0.064527,-0.019305,0.083046,0.067236,-0.020014
0.03712,0.048093,-0.000905,0.031687,0.044147,-0.001743,0.076992,0.064427,-0.019041,0.082894,0.067137,-0.019912
0.037256,0.048095,-0.000936,0.031874,0.043821,-0.001543,0.076912,0.064262,-0.019078,0.082818,0.067135,-0.019886
0.037332,0.048087,-0.000845,0.032229,0.043575,-0.001493,0.076764,0.064354,-0.019089,0.082757,0.067133,-0.019833
0.037456,0.048078,-0.000781,0.032489,0.043577,-0.001472,0.076655,0.06427,-0.019011,0.082527,0.067078,-0.019653
0.037568,0.048076,-0.000777,0.032695,0.043432,-0.001433,0.076612,0.064268,-0.018901,0.082405,0.066888,-0.019534
0.037808,0.048071,-0.000767,0.032943,0.043285,-0.001287,0.076549,0.064212,-0.018827,0.08237,0.066841,-0.01957
0.038055,0.048006,-0.000757,0.033331,0.043147,-0.001174,0.076416,0.064167,-0.01867,0.082268,0.066933,-0.019606
0.038159,0.047968,-0.000637,0.033577,0.042981,-0.001114,0.076339,0.064138,-0.018597,0.082136,0.066928,-0.01942
0.038457,0.047932,-0.000513,0.033811,0.042919,-0.001012,0.076313,0.064055,-0.018523,0.08208,0.066925,-0.019312
0.038553,0.04794,-0.000487,0.034076,0.042751,-0.000953,0.076185,0.064065,-0.018415,0.081949,0.066875,-0.019222
0.038793,0.047894,-0.000418,0.034188,0.042654,-0.000872,0.076079,0.063954,-0.018358,0.081882,0.066872,-0.019203
0.039131,0.047808,-0.000398,0.034378,0.042597,-0.000795,0.076043,0.063762,-0.01829,0.081768,0.066728,-0.019085
0.03916,0.047781,-0.000349,0.034706,0.042501,-0.000717,0.075967,0.06376,-0.018238,0.081654,0.066724,-0.018969
0.03932,0.047695,-0.000265,0.03492,0.042429,-0.000641,0.075833,0.063662,-0.018149,0.081517,0.066626,-0.01888
0.039465,0.047605,-0.000279,0.035144,0.042374,-0.000569,0.075692,0.063631,-0.018099,0.081376,0.066482,-0.018866
0.039685,0.047604,-0.000198,0.035464,0.042309,-0.000483,0.075565,0.063533,-0.018009,0.081258,0.06648,-0.018793
0.039888,0.047562,-0.000098,0.035667,0.042245,-0.00042,0.075474,0.063531,-0.017953,0.081038,0.06638,-0.018688
0.040037,0.047522,-0.000092,0.035878,0.042166,-0.00031,0.075322,0.063527,-0.017931,0.080941,0.066376,-0.018462
0.040132,0.047485,-0.00007,0.036121,0.042082,-0.000203,0.075185,0.063211,-0.017813,0.080904,0.066234,-0.018534
0.040229,0.047481,-0.000037,0.036284,0.042051,-0.000112,0.075159,0.06321,-0.017779,0.080784,0.066043,-0.018416
0.040518,0.047434,-0.000009,0.036491,0.042024,-0.000093,0.075056,0.063153,-0.017713,0.080603,0.065992,-0.018405
0.040512,0.047435,0.000121,0.036745,0.041934,0.00001,0.074975,0.063083,-0.017643,0.080563,0.065991,-0.018321
0.040731,0.047396,0.000221,0.036984,0.041797,0.00012,0.074758,0.063038,-0.017606,0.080457,0.065894,-0.018219
0.04096,0.047388,0.000213,0.037257,0.041726,0.000133,0.074727,0.062995,-0.017469,0.080431,0.065892,-0.018114
NaN,NaN,NaN,0.037486,0.041656,0.000255,0.074606,0.062952,-0.01745,0.080296,0.065795,-0.018071
NaN,NaN,NaN,0.037758,0.041478,0.000275,0.074486,0.062786,-0.017363,0.080212,0.065792,-0.017981
NaN,NaN,NaN,0.038008,0.041442,0.000381,0.074399,0.062702,-0.017317,0.08004,0.065646,-0.017901
0.04175,0.047341,0.000175,0.038334,0.041417,0.000464,0.074326,0.062646,-0.017225,0.079986,0.065644,-0.017838
0.041998,0.047282,0.000204,0.038514,0.041317,0.000509,0.07429,0.062563,-0.017134,0.079917,0.065596,-0.017796
0.04214,0.047242,0.00021,0.038743,0.041306,0.000568,0.074178,0.062493,-0.017065,0.079772,0.065498,-0.017644
